ID,Spp,DormTreat,Plot,Rep,RepLine,AssignedLineNumber,PlotLineCODE,Block,GM,Water,EmergN,EmergA,EmergD,EmergTOT,Bio,TotalN,NoEmbryoDevN,GermN,ShrivelledGermN,NoEmbryoRemovedN,FungalN,PredatedN,ShrivelledN,StillViableN,DataNotRequiredButCollected
1_16,T_pun,CleanToSeed,29,1,1,1,29_1,E4,G1,W1,500,152,9,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extra
1_16,T_wis,CleanToSeed,29,1,2,2,29_2,E4,G1,W1,800,136,12,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extra
1_16,A_ina,HW,29,1,3,3,29_3,E4,G1,W1,500,360,22,382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extra
1_16,I_mon,HW,29,1,4,4,29_4,E4,G1,W1,500,99,66,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extra
1_16,A_hil,HW,29,1,5,5,29_5,E4,G1,W1,450,257,13,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extra
1_16,I_mon,HW,29,2,1,6,29_6,E4,G1,W1,500,119,36,155,1.9867,35,0,7,3,0,0,0,3,22,
1_16,T_pun,CleanToSeed,29,2,2,7,29_7,E4,G1,W1,500,179,7,186,3.5746,39,0,7,0,0,13,0,9,10,
1_16,A_hil,HW,29,2,3,8,29_8,E4,G1,W1,450,202,12,214,3.2916,35,0,11,6,0,2,0,12,4,
1_16,T_wis,CleanToSeed,29,2,4,9,29_9,E4,G1,W1,800,134,9,143,2.5151,40,0,7,0,0,15,0,8,10,
1_16,A_ina,HW,29,2,5,10,29_10,E4,G1,W1,500,349,16,365,21.7593,40,0,37,0,0,1,0,0,2,
1_16,A_hil,HW,29,3,1,11,29_11,E4,G1,W1,450,201,23,224,2.5978,38,0,21,4,0,0,0,8,5,
1_16,I_mon,HW,29,3,2,12,29_12,E4,G1,W1,500,116,33,149,1.7246,37,0,6,9,0,1,0,0,21,
1_16,T_pun,CleanToSeed,29,3,3,13,29_13,E4,G1,W1,500,128,4,132,1.5579,40,0,7,0,1,20,0,6,6,
1_16,T_wis,CleanToSeed,29,3,4,14,29_14,E4,G1,W1,800,82,14,96,1.0161,39,0,13,0,0,10,0,3,13,
1_16,A_ina,HW,29,3,5,15,29_15,E4,G1,W1,500,392,20,412,22.796,40,0,37,0,0,0,0,0,3,
1_16,T_pun,CleanToSeed,29,4,1,16,29_16,E4,G1,W1,500,141,10,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extra
1_16,I_mon,HW,29,4,2,17,29_17,E4,G1,W1,500,103,30,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extra
1_16,T_wis,CleanToSeed,29,4,3,18,29_18,E4,G1,W1,800,78,7,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extra
1_16,A_hil,HW,29,4,4,19,29_19,E4,G1,W1,450,247,19,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extra
1_16,A_ina,HW,29,4,5,20,29_20,E4,G1,W1,500,412,13,425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extra
1_16,A_hil,HW,34,1,1,1,34_1,B1,G1,W1,450,245,16,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extra
1_16,T_wis,CleanToSeed,34,1,2,2,34_2,B1,G1,W1,800,191,3,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_16,I_mon,HW,34,1,3,3,34_3,B1,G1,W1,500,161,2,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_16,A_ina,HW,34,1,4,4,34_4,B1,G1,W1,500,396,6,402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_16,T_pun,CleanToSeed,34,1,5,5,34_5,B1,G1,W1,500,178,4,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_16,T_wis,CleanToSeed,34,2,1,6,34_6,B1,G1,W1,800,174,3,177,2.8774,40,0,8,0,0,10,0,5,17,
1_16,T_pun,CleanToSeed,34,2,2,7,34_7,B1,G1,W1,500,198,2,200,2.6484,40,0,13,0,1,14,0,3,9,
1_16,I_mon,HW,34,2,3,8,34_8,B1,G1,W1,500,112,16,128,2.0366,33,0,8,5,0,0,0,0,20,
1_16,A_hil,HW,34,2,4,9,34_9,B1,G1,W1,450,187,14,201,2.6577,38,0,18,7,0,3,0,5,5,
1_16,A_ina,HW,34,2,5,10,34_10,B1,G1,W1,500,400,15,415,23.108,40,0,36,3,0,0,0,0,1,
1_16,T_wis,CleanToSeed,34,3,1,11,34_11,B1,G1,W1,800,116,2,118,1.6012,40,0,9,0,0,14,0,3,14,
1_16,A_hil,HW,34,3,2,12,34_12,B1,G1,W1,450,227,16,243,3.0265,39,0,20,8,0,1,0,8,2,
1_16,I_mon,HW,34,3,3,13,34_13,B1,G1,W1,500,106,30,136,1.6644,32,0,3,8,0,0,0,1,20,
1_16,A_ina,HW,34,3,4,14,34_14,B1,G1,W1,500,404,18,422,24.0369,40,0,31,2,0,1,0,3,3,
1_16,T_pun,CleanToSeed,34,3,5,15,34_15,B1,G1,W1,500,143,5,148,1.5728,40,0,9,0,0,12,0,4,15,
1_16,A_hil,HW,34,4,1,16,34_16,B1,G1,W1,450,298,25,323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_16,T_wis,CleanToSeed,34,4,2,17,34_17,B1,G1,W1,800,114,3,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_16,T_pun,CleanToSeed,34,4,3,18,34_18,B1,G1,W1,500,176,0,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_16,A_ina,HW,34,4,4,19,34_19,B1,G1,W1,500,426,9,435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_16,I_mon,HW,34,4,5,20,34_20,B1,G1,W1,500,132,5,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_16,A_hil,HW,47,1,1,1,47_1,H2,G1,W1,450,286,2,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_16,T_wis,CleanToSeed,47,1,2,2,47_2,H2,G1,W1,800,142,3,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_16,T_pun,CleanToSeed,47,1,3,3,47_3,H2,G1,W1,500,176,0,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_16,A_ina,HW,47,1,4,4,47_4,H2,G1,W1,500,432,12,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_16,I_mon,HW,47,1,5,5,47_5,H2,G1,W1,500,118,20,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_16,I_mon,HW,47,2,1,6,47_6,H2,G1,W1,500,150,15,165,2.2288,27,0,2,2,0,0,0,3,20,
1_16,T_pun,CleanToSeed,47,2,2,7,47_7,H2,G1,W1,500,160,1,161,1.7739,28,0,6,0,0,10,0,3,9,
1_16,T_wis,CleanToSeed,47,2,3,8,47_8,H2,G1,W1,800,110,6,116,1.5741,40,0,11,0,0,13,0,2,14,
1_16,A_ina,HW,47,2,4,9,47_9,H2,G1,W1,500,413,6,419,23.2458,40,0,23,8,0,4,0,0,5,
1_16,A_hil,HW,47,2,5,10,47_10,H2,G1,W1,450,208,4,212,2.5631,39,0,23,6,0,2,0,5,3,
1_16,I_mon,HW,47,3,1,11,47_11,H2,G1,W1,500,129,23,152,2.341,28,0,8,4,0,0,0,3,13,
1_16,T_wis,CleanToSeed,47,3,2,12,47_12,H2,G1,W1,800,120,4,124,2.7882,40,0,10,0,0,5,0,3,22,
1_16,T_pun,CleanToSeed,47,3,3,13,47_13,H2,G1,W1,500,176,3,179,2.6723,40,0,12,0,0,7,0,4,17,
1_16,A_ina,HW,47,3,4,14,47_14,H2,G1,W1,500,440,9,449,24.4842,40,0,23,12,0,2,0,0,3,
1_16,A_hil,HW,47,3,5,15,47_15,H2,G1,W1,450,252,10,262,3.1503,40,0,29,2,0,0,0,6,3,
1_16,T_wis,CleanToSeed,47,4,1,16,47_16,H2,G1,W1,800,132,2,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extra
1_16,I_mon,HW,47,4,2,17,47_17,H2,G1,W1,500,145,26,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extra
1_16,A_ina,HW,47,4,3,18,47_18,H2,G1,W1,500,455,10,465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extra
1_16,A_hil,HW,47,4,4,19,47_19,H2,G1,W1,450,268,17,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extra
1_16,T_pun,CleanToSeed,47,4,5,20,47_20,H2,G1,W1,500,167,2,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extra
1_17,I_mon,HW,20,1,1,1,20_1,C3,G2,W1,500,26,117,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extra
1_17,T_wis,CleanToSeed,20,1,2,2,20_2,C3,G2,W1,800,63,22,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extra
1_17,T_pun,CleanToSeed,20,1,3,3,20_3,C3,G2,W1,500,135,15,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extra
1_17,A_ina,HW,20,1,4,4,20_4,C3,G2,W1,500,243,61,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extra
1_17,A_hil,HW,20,1,5,5,20_5,C3,G2,W1,450,62,149,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extra
1_17,T_pun,CleanToSeed,20,2,1,6,20_6,C3,G2,W1,500,173,24,197,1.3579,40,0,13,0,0,7,0,14,6,
1_17,T_wis,CleanToSeed,20,2,2,7,20_7,C3,G2,W1,800,115,15,130,0.8999,37,0,17,0,0,0,0,1,19,
1_17,A_hil,HW,20,2,3,8,20_8,C3,G2,W1,450,108,165,273,1.0855,40,0,17,11,0,1,0,6,5,
1_17,I_mon,HW,20,2,4,9,20_9,C3,G2,W1,500,26,118,144,0.2809,38,0,1,11,0,0,0,4,22,
1_17,A_ina,HW,20,2,5,10,20_10,C3,G2,W1,500,379,49,428,19.6462,40,0,32,4,0,1,0,0,3,
1_17,T_wis,CleanToSeed,20,3,1,11,20_11,C3,G2,W1,800,166,24,190,1.1366,40,0,14,0,0,1,0,2,23,
1_17,A_hil,HW,20,3,2,12,20_12,C3,G2,W1,450,127,154,281,1.3268,40,0,15,15,0,0,0,9,1,
1_17,A_ina,HW,20,3,3,13,20_13,C3,G2,W1,500,381,53,434,17.4164,40,0,31,5,0,0,0,0,4,
1_17,T_pun,CleanToSeed,20,3,4,14,20_14,C3,G2,W1,500,164,18,182,1.2717,40,0,18,0,0,1,0,14,7,
1_17,I_mon,HW,20,3,5,15,20_15,C3,G2,W1,500,39,126,165,0.3411,40,0,4,8,0,9,0,1,18,
1_17,A_ina,HW,20,4,1,16,20_16,C3,G2,W1,500,292,53,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extra
1_17,A_hil,HW,20,4,2,17,20_17,C3,G2,W1,450,108,97,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extra
1_17,T_wis,CleanToSeed,20,4,3,18,20_18,C3,G2,W1,800,147,20,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extra
1_17,I_mon,HW,20,4,4,19,20_19,C3,G2,W1,500,57,85,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extra
1_17,T_pun,CleanToSeed,20,4,5,20,20_20,C3,G2,W1,500,149,6,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extra
1_17,A_hil,HW,48,1,1,1,48_1,H2,G2,W1,450,183,81,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_17,I_mon,HW,48,1,2,2,48_2,H2,G2,W1,500,50,91,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_17,T_pun,CleanToSeed,48,1,3,3,48_3,H2,G2,W1,500,111,17,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_17,A_ina,HW,48,1,4,4,48_4,H2,G2,W1,500,269,19,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_17,T_wis,CleanToSeed,48,1,5,5,48_5,H2,G2,W1,800,93,18,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_17,T_pun,CleanToSeed,48,2,1,6,48_6,H2,G2,W1,500,161,10,171,1.1824,39,0,16,0,0,1,0,9,13,
1_17,T_wis,CleanToSeed,48,2,2,7,48_7,H2,G2,W1,800,139,18,157,0.9891,39,0,12,0,0,0,0,2,25,
1_17,A_ina,HW,48,2,3,8,48_8,H2,G2,W1,500,326,25,351,15.2865,40,0,28,4,0,6,0,0,2,
1_17,I_mon,HW,48,2,4,9,48_9,H2,G2,W1,500,39,83,122,0.309,38,0,7,5,0,0,0,2,24,
1_17,A_hil,HW,48,2,5,10,48_10,H2,G2,W1,450,175,95,270,1.6022,37,0,14,9,0,2,0,8,4,
1_17,T_pun,CleanToSeed,48,3,1,11,48_11,H2,G2,W1,500,127,11,138,1.023,40,0,17,0,0,5,0,9,9,
1_17,T_wis,CleanToSeed,48,3,2,12,48_12,H2,G2,W1,800,129,21,150,0.9904,40,0,13,0,0,4,0,6,17,
1_17,I_mon,HW,48,3,3,13,48_13,H2,G2,W1,500,21,109,130,0.2018,29,0,0,8,0,0,0,3,18,
1_17,A_hil,HW,48,3,4,14,48_14,H2,G2,W1,450,125,79,204,1.0218,36,0,17,9,0,2,0,8,0,
1_17,A_ina,HW,48,3,5,15,48_15,H2,G2,W1,500,343,26,369,16.6982,40,0,35,4,0,0,0,0,1,
1_17,A_hil,HW,48,4,1,16,48_16,H2,G2,W1,450,138,117,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_17,T_wis,CleanToSeed,48,4,2,17,48_17,H2,G2,W1,800,87,23,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_17,T_pun,CleanToSeed,48,4,3,18,48_18,H2,G2,W1,500,111,10,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_17,A_ina,HW,48,4,4,19,48_19,H2,G2,W1,500,405,26,431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_17,I_mon,HW,48,4,5,20,48_20,H2,G2,W1,500,37,76,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_17,A_hil,HW,49,1,1,1,49_1,B3,G2,W1,450,137,88,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_17,T_wis,CleanToSeed,49,1,2,2,49_2,B3,G2,W1,800,99,9,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_17,I_mon,HW,49,1,3,3,49_3,B3,G2,W1,500,70,65,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_17,A_ina,HW,49,1,4,4,49_4,B3,G2,W1,500,366,13,379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_17,T_pun,CleanToSeed,49,1,5,5,49_5,B3,G2,W1,500,108,1,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_17,T_wis,CleanToSeed,49,2,1,6,49_6,B3,G2,W1,800,90,9,99,0.7233,40,0,15,0,0,2,0,3,20,
1_17,T_pun,CleanToSeed,49,2,2,7,49_7,B3,G2,W1,500,114,5,119,0.8322,37,0,20,0,0,3,0,7,7,
1_17,I_mon,HW,49,2,3,8,49_8,B3,G2,W1,500,37,99,136,0.5419,26,0,0,4,0,0,0,4,18,
1_17,A_hil,HW,49,2,4,9,49_9,B3,G2,W1,450,166,90,256,1.6371,37,0,20,5,0,0,0,11,1,
1_17,A_ina,HW,49,2,5,10,49_10,B3,G2,W1,500,355,34,389,17.5365,40,0,29,2,0,5,0,1,3,
1_17,T_wis,CleanToSeed,49,3,1,11,49_11,B3,G2,W1,800,111,8,119,0.7973,28,0,6,0,0,0,0,1,21,
1_17,A_hil,HW,49,3,2,12,49_12,B3,G2,W1,450,103,70,173,0.9913,37,0,21,3,0,0,0,10,3,
1_17,I_mon,HW,49,3,3,13,49_13,B3,G2,W1,500,28,80,108,0.3698,35,0,7,7,0,0,0,1,20,
1_17,A_ina,HW,49,3,4,14,49_14,B3,G2,W1,500,225,16,241,11.6282,40,0,30,6,0,0,0,1,3,
1_17,T_pun,CleanToSeed,49,3,5,15,49_15,B3,G2,W1,500,49,3,52,0.3597,38,0,10,0,0,6,0,13,9,
1_17,T_wis,CleanToSeed,49,4,1,16,49_16,B3,G2,W1,800,95,4,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_17,A_ina,HW,49,4,2,17,49_17,B3,G2,W1,500,235,23,258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_17,I_mon,HW,49,4,3,18,49_18,B3,G2,W1,500,20,53,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_17,T_pun,CleanToSeed,49,4,4,19,49_19,B3,G2,W1,500,40,2,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_17,A_hil,HW,49,4,5,20,49_20,B3,G2,W1,450,66,77,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_18,A_hil,HW,24,1,1,1,24_1,G3,G3,W1,450,14,136,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_18,I_mon,HW,24,1,2,2,24_2,G3,G3,W1,500,81,67,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_18,T_pun,CleanToSeed,24,1,3,3,24_3,G3,G3,W1,500,130,51,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_18,A_ina,HW,24,1,4,4,24_4,G3,G3,W1,500,69,103,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_18,T_wis,CleanToSeed,24,1,5,5,24_5,G3,G3,W1,800,154,22,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_18,T_pun,CleanToSeed,24,2,1,6,24_6,G3,G3,W1,500,100,32,132,1.1628,39,0,14,0,0,14,0,1,10,
1_18,T_wis,CleanToSeed,24,2,2,7,24_7,G3,G3,W1,800,149,21,170,1.3889,40,0,8,0,1,16,0,2,13,
1_18,A_ina,HW,24,2,3,8,24_8,G3,G3,W1,500,25,111,136,1.4151,39,0,0,15,0,20,0,4,0,
1_18,I_mon,HW,24,2,4,9,24_9,G3,G3,W1,500,71,37,108,0.5334,40,0,10,4,0,2,0,0,24,
1_18,A_hil,HW,24,2,5,10,24_10,G3,G3,W1,450,72,141,213,0.7652,40,0,19,11,0,2,0,3,5,
1_18,A_ina,HW,24,3,1,11,24_11,G3,G3,W1,500,102,100,202,5.4961,40,0,28,4,0,1,0,0,7,
1_18,I_mon,HW,24,3,2,12,24_12,G3,G3,W1,500,87,47,134,0.6975,33,0,9,6,0,2,0,1,15,
1_18,A_hil,HW,24,3,3,13,24_13,G3,G3,W1,450,60,128,188,0.6098,40,0,25,2,0,0,0,9,4,
1_18,T_wis,CleanToSeed,24,3,4,14,24_14,G3,G3,W1,800,217,18,235,1.4716,39,0,5,0,0,11,0,2,21,
1_18,T_pun,CleanToSeed,24,3,5,15,24_15,G3,G3,W1,500,199,25,224,1.2054,39,1,8,0,0,12,0,12,6,
1_18,I_mon,HW,24,4,1,16,24_16,G3,G3,W1,500,95,23,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_18,T_pun,CleanToSeed,24,4,2,17,24_17,G3,G3,W1,500,152,10,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_18,A_hil,HW,24,4,3,18,24_18,G3,G3,W1,450,71,81,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_18,T_wis,CleanToSeed,24,4,4,19,24_19,G3,G3,W1,800,227,14,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_18,A_ina,HW,24,4,5,20,24_20,G3,G3,W1,500,104,74,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_18,T_wis,CleanToSeed,33,1,1,1,33_1,B1,G3,W1,800,171,19,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_18,I_mon,HW,33,1,2,2,33_2,B1,G3,W1,500,95,44,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_18,A_hil,HW,33,1,3,3,33_3,B1,G3,W1,450,117,84,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_18,T_pun,CleanToSeed,33,1,4,4,33_4,B1,G3,W1,500,137,13,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_18,A_ina,HW,33,1,5,5,33_5,B1,G3,W1,500,184,90,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_18,T_pun,CleanToSeed,33,2,1,6,33_6,B1,G3,W1,500,141,13,154,0.9149,40,0,2,0,0,16,0,9,13,
1_18,T_wis,CleanToSeed,33,2,2,7,33_7,B1,G3,W1,800,112,14,126,0.8277,40,0,5,0,0,14,0,3,18,
1_18,A_ina,HW,33,2,3,8,33_8,B1,G3,W1,500,206,115,321,11.2461,40,0,25,7,0,1,0,4,3,
1_18,I_mon,HW,33,2,4,9,33_9,B1,G3,W1,500,80,60,140,0.6418,35,0,10,5,0,0,0,2,18,
1_18,A_hil,HW,33,2,5,10,33_10,B1,G3,W1,450,99,79,178,1.3061,35,0,23,4,0,0,0,3,5,
1_18,T_pun,CleanToSeed,33,3,1,11,33_11,B1,G3,W1,500,82,2,84,0.5632,40,0,4,0,1,17,0,9,9,
1_18,T_wis,CleanToSeed,33,3,2,12,33_12,B1,G3,W1,800,109,6,115,0.8844,40,0,2,0,0,12,0,8,18,
1_18,I_mon,HW,33,3,3,13,33_13,B1,G3,W1,500,86,38,124,0.636,30,0,0,9,0,1,0,2,18,
1_18,A_hil,HW,33,3,4,14,33_14,B1,G3,W1,450,89,80,169,0.8728,37,0,13,12,0,0,0,10,2,
1_18,A_ina,HW,33,3,5,15,33_15,B1,G3,W1,500,135,101,236,6.553,40,0,22,12,0,4,0,0,2,
1_18,A_hil,HW,33,4,1,16,33_16,B1,G3,W1,450,70,83,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_18,T_wis,CleanToSeed,33,4,2,17,33_17,B1,G3,W1,800,100,4,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_18,T_pun,CleanToSeed,33,4,3,18,33_18,B1,G3,W1,500,65,8,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_18,A_ina,HW,33,4,4,19,33_19,B1,G3,W1,500,199,62,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_18,I_mon,HW,33,4,5,20,33_20,B1,G3,W1,500,98,31,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_18,A_hil,HW,50,1,1,1,50_1,B3,G3,W1,450,88,97,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_18,T_wis,CleanToSeed,50,1,2,2,50_2,B3,G3,W1,800,151,17,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_18,A_ina,HW,50,1,3,3,50_3,B3,G3,W1,500,116,232,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_18,T_pun,CleanToSeed,50,1,4,4,50_4,B3,G3,W1,500,108,0,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_18,I_mon,HW,50,1,5,5,50_5,B3,G3,W1,500,84,32,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_18,T_pun,CleanToSeed,50,2,1,6,50_6,B3,G3,W1,500,152,18,170,0.7658,39,0,3,0,0,23,0,2,11,
1_18,A_hil,HW,50,2,2,7,50_7,B3,G3,W1,450,143,49,192,1.5407,33,0,0,3,0,16,0,13,1,
1_18,A_ina,HW,50,2,3,8,50_8,B3,G3,W1,500,158,179,337,6.5579,34,0,0,0,0,33,0,1,0,
1_18,I_mon,HW,50,2,4,9,50_9,B3,G3,W1,500,87,59,146,0.6243,32,0,0,7,0,3,0,3,19,
1_18,T_wis,CleanToSeed,50,2,5,10,50_10,B3,G3,W1,800,103,15,118,0.7923,40,0,8,0,0,12,0,1,19,
1_18,A_ina,HW,50,3,1,11,50_11,B3,G3,W1,500,114,131,245,5.3813,40,0,29,7,0,2,0,0,2,
1_18,T_pun,CleanToSeed,50,3,2,12,50_12,B3,G3,W1,500,89,13,102,0.7408,40,1,6,0,0,19,0,2,12,
1_18,I_mon,HW,50,3,3,13,50_13,B3,G3,W1,500,109,26,135,0.8972,39,0,4,8,0,2,0,0,25,
1_18,T_wis,CleanToSeed,50,3,4,14,50_14,B3,G3,W1,800,97,12,109,0.922,39,0,11,0,0,11,0,1,16,
1_18,A_hil,HW,50,3,5,15,50_15,B3,G3,W1,450,112,114,226,1.3168,39,0,18,6,0,3,0,5,7,
1_18,A_hil,HW,50,4,1,16,50_16,B3,G3,W1,450,179,62,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_18,T_pun,CleanToSeed,50,4,2,17,50_17,B3,G3,W1,500,125,6,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_18,T_wis,CleanToSeed,50,4,3,18,50_18,B3,G3,W1,800,82,3,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_18,I_mon,HW,50,4,4,19,50_19,B3,G3,W1,500,113,38,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_18,A_ina,HW,50,4,5,20,50_20,B3,G3,W1,500,115,214,329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_19,T_wis,CleanToSeed,19,1,1,1,19_1,C3,G4,W1,800,61,14,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_19,A_hil,HW,19,1,2,2,19_2,C3,G4,W1,450,216,34,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_19,A_ina,HW,19,1,3,3,19_3,C3,G4,W1,500,392,20,412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_19,I_mon,HW,19,1,4,4,19_4,C3,G4,W1,500,49,88,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_19,T_pun,CleanToSeed,19,1,5,5,19_5,C3,G4,W1,500,99,14,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_19,A_ina,HW,19,2,1,6,19_6,C3,G4,W1,500,420,17,437,24.8283,40,0,24,9,0,2,0,0,5,
1_19,T_wis,CleanToSeed,19,2,2,7,19_7,C3,G4,W1,800,93,15,108,4.646,40,0,8,0,0,2,0,9,21,
1_19,T_pun,CleanToSeed,19,2,3,8,19_8,C3,G4,W1,500,131,14,145,4.6478,40,0,10,0,1,4,2,12,11,
1_19,I_mon,HW,19,2,4,9,19_9,C3,G4,W1,500,57,99,156,2.9107,32,0,0,11,0,4,0,8,9,
1_19,A_hil,HW,19,2,5,10,19_10,C3,G4,W1,450,259,48,307,3.8883,40,0,8,8,0,3,0,20,1,
1_19,T_wis,CleanToSeed,19,3,1,11,19_11,C3,G4,W1,800,122,23,145,7.73,40,0,19,0,0,1,0,5,15,
1_19,A_hil,HW,19,3,2,12,19_12,C3,G4,W1,450,274,18,292,4.3525,40,0,9,12,0,7,0,10,2,
1_19,I_mon,HW,19,3,3,13,19_13,C3,G4,W1,500,64,112,176,3.2785,39,0,0,2,0,6,0,11,20,
1_19,T_pun,CleanToSeed,19,3,4,14,19_14,C3,G4,W1,500,161,20,181,6.2391,39,0,11,0,0,6,0,12,10,
1_19,A_ina,HW,19,3,5,15,19_15,C3,G4,W1,500,310,23,333,25.7516,40,0,28,5,0,1,0,0,6,
