database,projectid,project_code,crosswalk_row_type,rule_source_table,source_tables,source_columns,source_speciesid,source_occurrences,historical_group,historical_order,historical_family,historical_genus,historical_species,historical_subtype,historical_subtype_name,historical_scientific_name,historical_lifeform,historical_seedmass,historical_pathway,historical_raunkiaer,historical_woodiness,historical_nfix,historical_lifespan,supabase_speciesid,supabase_species_code,supabase_group,supabase_order,supabase_family,supabase_genus,supabase_species,supabase_subtype,supabase_subtype_name,supabase_scientific_name,supabase_lifeform,mapping_status,taxonomic_change_type,source_concept_distinct,related_source_speciesid,reverse_mapping_rule,match_rate,match_unit,contextual_rule_validated,review_status,reviewed_by,review_date,decision_note,historical_artifact_file,historical_artifact_path,historical_artifact_sha256,historical_artifact_datestamp,harmonized_artifact_file,harmonized_artifact_sha256,global_crosswalk_file,global_crosswalk_sha256,generated_at_utc
GAZP,5,GAZP5,contextual,trtrates,trtrates,speciesid,Pse_rup,66,Angiosperms,Poales,Poaceae,Pseudosclerochloa,rupestris,,,Pseudosclerochloa rupestris,pgrass,0.4835,C3,Hemicryptophyte,non-woody,yes,perennial,5881,Pse_rup,Angiosperms,Poales,Poaceae,Pseudosclerochloa,rupestris,,,Pseudosclerochloa rupestris,grass,accepted_as_mapped,none,TRUE,Pse_rup1,supabase_speciesid_rate_unit,232,seeds/m2,TRUE,human_reviewed,Nancy Shackelford,2026-08-14,Species-level source concept retained and distinguished from Pse_rup1.,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
GAZP,5,GAZP5,contextual,trtrates,trtrates,speciesid,Pse_rup,66,Angiosperms,Poales,Poaceae,Pseudosclerochloa,rupestris,,,Pseudosclerochloa rupestris,pgrass,0.4835,C3,Hemicryptophyte,non-woody,yes,perennial,5881,Pse_rup,Angiosperms,Poales,Poaceae,Pseudosclerochloa,rupestris,,,Pseudosclerochloa rupestris,grass,accepted_as_mapped,none,TRUE,Pse_rup1,supabase_speciesid_rate_unit,241,seeds/m2,TRUE,human_reviewed,Nancy Shackelford,2026-08-14,Species-level source concept retained and distinguished from Pse_rup1.,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
GAZP,5,GAZP5,contextual,trtrates,trtrates,speciesid,Pse_rup,66,Angiosperms,Poales,Poaceae,Pseudosclerochloa,rupestris,,,Pseudosclerochloa rupestris,pgrass,0.4835,C3,Hemicryptophyte,non-woody,yes,perennial,5881,Pse_rup,Angiosperms,Poales,Poaceae,Pseudosclerochloa,rupestris,,,Pseudosclerochloa rupestris,grass,accepted_as_mapped,none,TRUE,Pse_rup1,supabase_speciesid_rate_unit,248,seeds/m2,TRUE,human_reviewed,Nancy Shackelford,2026-08-14,Species-level source concept retained and distinguished from Pse_rup1.,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
GAZP,5,GAZP5,contextual,trtrates,trtrates,speciesid,Pse_rup,66,Angiosperms,Poales,Poaceae,Pseudosclerochloa,rupestris,,,Pseudosclerochloa rupestris,pgrass,0.4835,C3,Hemicryptophyte,non-woody,yes,perennial,5881,Pse_rup,Angiosperms,Poales,Poaceae,Pseudosclerochloa,rupestris,,,Pseudosclerochloa rupestris,grass,accepted_as_mapped,none,TRUE,Pse_rup1,supabase_speciesid_rate_unit,287,seeds/m2,TRUE,human_reviewed,Nancy Shackelford,2026-08-14,Species-level source concept retained and distinguished from Pse_rup1.,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
GAZP,5,GAZP5,contextual,trtrates,trtrates,speciesid,Pse_rup1,17,Angiosperms,Poales,Poaceae,Pseudosclerochloa,rupestris,subspecies,canbyi,Pseudosclerochloa rupestris subsp. canbyi,pgrass,0.512,C3,Hemicryptophyte,non-woody,yes,perennial,5881,Pse_rup,Angiosperms,Poales,Poaceae,Pseudosclerochloa,rupestris,,,Pseudosclerochloa rupestris,grass,historical_concept_collapsed,historical_subspecies_collapsed,TRUE,Pse_rup,supabase_speciesid_rate_unit,51,seeds/m2,TRUE,human_reviewed,Nancy Shackelford,2026-08-14,Historical source is Pseudosclerochloa rupestris subsp. canbyi. The subspecies is no longer retained in the central taxonomy; GAZP5 treated Pse_rup1 and Pse_rup as distinct seed-mix concepts.,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
GAZP,5,GAZP5,contextual,trtrates,trtrates,speciesid,Pse_rup1,17,Angiosperms,Poales,Poaceae,Pseudosclerochloa,rupestris,subspecies,canbyi,Pseudosclerochloa rupestris subsp. canbyi,pgrass,0.512,C3,Hemicryptophyte,non-woody,yes,perennial,5881,Pse_rup,Angiosperms,Poales,Poaceae,Pseudosclerochloa,rupestris,,,Pseudosclerochloa rupestris,grass,historical_concept_collapsed,historical_subspecies_collapsed,TRUE,Pse_rup,supabase_speciesid_rate_unit,110,seeds/m2,TRUE,human_reviewed,Nancy Shackelford,2026-08-14,Historical source is Pseudosclerochloa rupestris subsp. canbyi. The subspecies is no longer retained in the central taxonomy; GAZP5 treated Pse_rup1 and Pse_rup as distinct seed-mix concepts.,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
GAZP,5,GAZP5,default,all_relevant_tables,trtrates,speciesid,Rat_col,121,Angiosperms,Asterales,Asteraceae,Ratibida,columnifera,,,Ratibida columnifera,pforb,0.66,C3,,non-woody,,perennial,1102,Rat_col,Angiosperms,Asterales,Asteraceae,Ratibida,columnifera,,,Ratibida columnifera,forb,exact_current_taxon,none,FALSE,,supabase_speciesid,,,TRUE,automated_exact_match,,,,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
GAZP,5,GAZP5,default,all_relevant_tables,trtrates,speciesid,Rhu_tri,30,Angiosperms,Sapindales,Anacardiaceae,Rhus,trilobata,,,Rhus trilobata,shrub,25.5,C3,,,,perennial,6517,Rhu_tri,Angiosperms,Sapindales,Anacardiaceae,Rhus,trilobata,,,Rhus trilobata,shrub,exact_current_taxon,none,FALSE,,supabase_speciesid,,,TRUE,automated_exact_match,,,,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
GAZP,5,GAZP5,default,all_relevant_tables,trtrates,speciesid,Ros_woo,14,Angiosperms,Rosales,Rosaceae,Rosa,woodsii,,,Rosa woodsii,shrub,9.44,C3,,,no,perennial,6402,Ros_woo,Angiosperms,Rosales,Rosaceae,Rosa,woodsii,,,Rosa woodsii,shrub,exact_current_taxon,none,FALSE,,supabase_speciesid,,,TRUE,automated_exact_match,,,,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
GAZP,5,GAZP5,default,all_relevant_tables,trtrates,speciesid,Sar_ver,43,Angiosperms,Caryophyllales,Sarcobataceae,Sarcobatus,vermiculatus,,,Sarcobatus vermiculatus,shrub,3.0812,C3,,,no,perennial,2041,Sar_ver,Angiosperms,Caryophyllales,Sarcobataceae,Sarcobatus,vermiculatus,,,Sarcobatus vermiculatus,shrub,exact_current_taxon,none,FALSE,,supabase_speciesid,,,TRUE,automated_exact_match,,,,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
GAZP,5,GAZP5,default,all_relevant_tables,trtrates,speciesid,Sch_sco,121,Angiosperms,Poales,Poaceae,Schizachyrium,scoparium,,,Schizachyrium scoparium,pgrass,1.3,C4,,non-woody,possible,perennial,5901,Sch_sco,Angiosperms,Poales,Poaceae,Schizachyrium,scoparium,,,Schizachyrium scoparium,grass,exact_current_taxon,none,FALSE,,supabase_speciesid,,,TRUE,automated_exact_match,,,,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
GAZP,5,GAZP5,default,all_relevant_tables,trtrates,speciesid,Sph_coc,73,Angiosperms,Malvales,Malvaceae,Sphaeralcea,coccinea,,,Sphaeralcea coccinea,pforb,3.3,C3,,semi-woody,yes,biennial/perennial,4575,Sph_coc,Angiosperms,Malvales,Malvaceae,Sphaeralcea,coccinea,,,Sphaeralcea coccinea,forb,exact_current_taxon,none,FALSE,,supabase_speciesid,,,TRUE,automated_exact_match,,,,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
GAZP,5,GAZP5,default,all_relevant_tables,trtrates,speciesid,Spo_air,36,Angiosperms,Poales,Poaceae,Sporobolus,airoides,,,Sporobolus airoides,pgrass,0.26,C4,,non-woody,,perennial,5932,Spo_air,Angiosperms,Poales,Poaceae,Sporobolus,airoides,,,Sporobolus airoides,grass,exact_current_taxon,none,FALSE,,supabase_speciesid,,,TRUE,automated_exact_match,,,,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
GAZP,5,GAZP5,default,all_relevant_tables,trtrates,speciesid,Spo_cry,23,Angiosperms,Poales,Poaceae,Sporobolus,cryptandrus,,,Sporobolus cryptandrus,pgrass,0.1,C4,,non-woody,no,perennial,5938,Spo_cry,Angiosperms,Poales,Poaceae,Sporobolus,cryptandrus,,,Sporobolus cryptandrus,grass,exact_current_taxon,none,FALSE,,supabase_speciesid,,,TRUE,automated_exact_match,,,,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
GAZP,5,GAZP5,default,all_relevant_tables,trtrates,speciesid,Sti_com,144,Angiosperms,Poales,Poaceae,Stipa,comata,,,Stipa comata,pgrass,4.506,C3,,non-woody,possible,perennial,5952,Sti_com,Angiosperms,Poales,Poaceae,Stipa,comata,,,Stipa comata,grass,exact_current_taxon,none,FALSE,,supabase_speciesid,,,TRUE,automated_exact_match,,,,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
GAZP,5,GAZP5,default,all_relevant_tables,trtrates,speciesid,Sym_alb,14,Angiosperms,Dipsacales,Caprifoliaceae,Symphoricarpos,albus,,,Symphoricarpos albus,shrub,5.70574,C3,Nanophanerophyte,woody,yes,perennial,2174,Sym_alb,Angiosperms,Dipsacales,Caprifoliaceae,Symphoricarpos,albus,,,Symphoricarpos albus,shrub,exact_current_taxon,none,FALSE,,supabase_speciesid,,,TRUE,automated_exact_match,,,,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
GAZP,5,GAZP5,default,all_relevant_tables,trtrates,speciesid,The_rho,27,Angiosperms,Fabales,Fabaceae,Thermopsis,rhombifolia,,,Thermopsis rhombifolia,pforb,19.1,C3,,non-woody,,,3010,The_rho,Angiosperms,Fabales,Fabaceae,Thermopsis,rhombifolia,,,Thermopsis rhombifolia,forb,exact_current_taxon,none,FALSE,,supabase_speciesid,,,TRUE,automated_exact_match,,,,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
GAZP,5,GAZP5,default,all_relevant_tables,trtrates,speciesid,Vic_sat,45,Angiosperms,Fabales,Fabaceae,Vicia,sativa,,,Vicia sativa,aforb,39.5,C3,Hemicryptophyte,non-woody,yes,annual/biennial,3082,Vic_sat,Angiosperms,Fabales,Fabaceae,Vicia,sativa,,,Vicia sativa,forb,accepted_as_mapped,none,FALSE,,supabase_speciesid,,,TRUE,human_reviewed,Nancy Shackelford,2026-08-14,Reviewed after reconstruction audit; current accepted mapping retained.,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
GAZP,5,GAZP5,default,all_relevant_tables,trtrates,speciesid,Yuc_gla,26,Angiosperms,Asparagales,Asparagaceae,Yucca,glauca,,,Yucca glauca,shrub,19,,,semi-woody,,perennial,276,Yuc_gla,Angiosperms,Asparagales,Asparagaceae,Yucca,glauca,,,Yucca glauca,shrub,exact_current_taxon,none,FALSE,,supabase_speciesid,,,TRUE,automated_exact_match,,,,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
