area_key,parent_area_key,siteid,source_block,source_replicate,type,size,units,restoration_start_year,restoration_type,disturbance_end_year
plot:166:1613:33,block:166:1613,166,1613,33,plot,0.125,m2,2014,seeding,
plot:166:1613:43,block:166:1613,166,1613,43,plot,0.125,m2,2014,seeding,
plot:166:1613:53,block:166:1613,166,1613,53,plot,0.125,m2,2014,seeding,
block:166:1614,,166,1614,,block,,m2,2014,seeding,
plot:166:1614:111,block:166:1614,166,1614,111,plot,0.125,m2,2014,seeding,
plot:166:1614:121,block:166:1614,166,1614,121,plot,0.125,m2,2014,seeding,
plot:166:1614:131,block:166:1614,166,1614,131,plot,0.125,m2,2014,seeding,
plot:166:1614:141,block:166:1614,166,1614,141,plot,0.125,m2,2014,seeding,
plot:166:1614:151,block:166:1614,166,1614,151,plot,0.125,m2,2014,seeding,
block:166:1615,,166,1615,,block,,m2,2014,seeding,
plot:166:1615:113,block:166:1615,166,1615,113,plot,0.125,m2,2014,seeding,
plot:166:1615:123,block:166:1615,166,1615,123,plot,0.125,m2,2014,seeding,
plot:166:1615:133,block:166:1615,166,1615,133,plot,0.125,m2,2014,seeding,
plot:166:1615:143,block:166:1615,166,1615,143,plot,0.125,m2,2014,seeding,
plot:166:1615:153,block:166:1615,166,1615,153,plot,0.125,m2,2014,seeding,
block:166:1616,,166,1616,,block,,m2,2014,seeding,
plot:166:1616:112,block:166:1616,166,1616,112,plot,0.125,m2,2014,seeding,
plot:166:1616:122,block:166:1616,166,1616,122,plot,0.125,m2,2014,seeding,
plot:166:1616:132,block:166:1616,166,1616,132,plot,0.125,m2,2014,seeding,
plot:166:1616:142,block:166:1616,166,1616,142,plot,0.125,m2,2014,seeding,
plot:166:1616:152,block:166:1616,166,1616,152,plot,0.125,m2,2014,seeding,
block:166:1617,,166,1617,,block,,m2,2014,seeding,
plot:166:1617:11,block:166:1617,166,1617,11,plot,0.125,m2,2014,seeding,
plot:166:1617:21,block:166:1617,166,1617,21,plot,0.125,m2,2014,seeding,
plot:166:1617:31,block:166:1617,166,1617,31,plot,0.125,m2,2014,seeding,
plot:166:1617:41,block:166:1617,166,1617,41,plot,0.125,m2,2014,seeding,
plot:166:1617:51,block:166:1617,166,1617,51,plot,0.125,m2,2014,seeding,
block:166:1618,,166,1618,,block,,m2,2014,seeding,
plot:166:1618:111,block:166:1618,166,1618,111,plot,0.125,m2,2014,seeding,
plot:166:1618:121,block:166:1618,166,1618,121,plot,0.125,m2,2014,seeding,
plot:166:1618:131,block:166:1618,166,1618,131,plot,0.125,m2,2014,seeding,
plot:166:1618:141,block:166:1618,166,1618,141,plot,0.125,m2,2014,seeding,
plot:166:1618:151,block:166:1618,166,1618,151,plot,0.125,m2,2014,seeding,
block:166:20025,,166,20025,,block,,m2,2014,passive,
plot:166:20025:1,block:166:20025,166,20025,1,plot,0.25,m2,2014,passive,
plot:166:20025:10,block:166:20025,166,20025,10,plot,0.25,m2,2014,passive,
plot:166:20025:100,block:166:20025,166,20025,100,plot,0.25,m2,2014,passive,
plot:166:20025:101,block:166:20025,166,20025,101,plot,0.25,m2,2014,passive,
plot:166:20025:102,block:166:20025,166,20025,102,plot,0.25,m2,2014,passive,
plot:166:20025:103,block:166:20025,166,20025,103,plot,0.25,m2,2014,passive,
plot:166:20025:104,block:166:20025,166,20025,104,plot,0.25,m2,2014,passive,
plot:166:20025:105,block:166:20025,166,20025,105,plot,0.25,m2,2014,passive,
plot:166:20025:106,block:166:20025,166,20025,106,plot,0.25,m2,2014,passive,
plot:166:20025:107,block:166:20025,166,20025,107,plot,0.25,m2,2014,passive,
plot:166:20025:108,block:166:20025,166,20025,108,plot,0.25,m2,2014,passive,
plot:166:20025:109,block:166:20025,166,20025,109,plot,0.25,m2,2014,passive,
plot:166:20025:11,block:166:20025,166,20025,11,plot,0.25,m2,2014,passive,
plot:166:20025:110,block:166:20025,166,20025,110,plot,0.25,m2,2014,passive,
plot:166:20025:111,block:166:20025,166,20025,111,plot,0.25,m2,2014,passive,
plot:166:20025:112,block:166:20025,166,20025,112,plot,0.25,m2,2014,passive,
plot:166:20025:113,block:166:20025,166,20025,113,plot,0.25,m2,2014,passive,
plot:166:20025:114,block:166:20025,166,20025,114,plot,0.25,m2,2014,passive,
plot:166:20025:115,block:166:20025,166,20025,115,plot,0.25,m2,2014,passive,
plot:166:20025:116,block:166:20025,166,20025,116,plot,0.25,m2,2014,passive,
plot:166:20025:117,block:166:20025,166,20025,117,plot,0.25,m2,2014,passive,
plot:166:20025:118,block:166:20025,166,20025,118,plot,0.25,m2,2014,passive,
plot:166:20025:119,block:166:20025,166,20025,119,plot,0.25,m2,2014,passive,
plot:166:20025:12,block:166:20025,166,20025,12,plot,0.25,m2,2014,passive,
plot:166:20025:120,block:166:20025,166,20025,120,plot,0.25,m2,2014,passive,
plot:166:20025:121,block:166:20025,166,20025,121,plot,0.25,m2,2014,passive,
plot:166:20025:122,block:166:20025,166,20025,122,plot,0.25,m2,2014,passive,
plot:166:20025:123,block:166:20025,166,20025,123,plot,0.25,m2,2014,passive,
plot:166:20025:124,block:166:20025,166,20025,124,plot,0.25,m2,2014,passive,
plot:166:20025:125,block:166:20025,166,20025,125,plot,0.25,m2,2014,passive,
plot:166:20025:126,block:166:20025,166,20025,126,plot,0.25,m2,2014,passive,
plot:166:20025:127,block:166:20025,166,20025,127,plot,0.25,m2,2014,passive,
plot:166:20025:128,block:166:20025,166,20025,128,plot,0.25,m2,2014,passive,
plot:166:20025:129,block:166:20025,166,20025,129,plot,0.25,m2,2014,passive,
plot:166:20025:13,block:166:20025,166,20025,13,plot,0.25,m2,2014,passive,
plot:166:20025:130,block:166:20025,166,20025,130,plot,0.25,m2,2014,passive,
plot:166:20025:131,block:166:20025,166,20025,131,plot,0.25,m2,2014,passive,
plot:166:20025:132,block:166:20025,166,20025,132,plot,0.25,m2,2014,passive,
plot:166:20025:133,block:166:20025,166,20025,133,plot,0.25,m2,2014,passive,
plot:166:20025:134,block:166:20025,166,20025,134,plot,0.25,m2,2014,passive,
plot:166:20025:135,block:166:20025,166,20025,135,plot,0.25,m2,2014,passive,
plot:166:20025:136,block:166:20025,166,20025,136,plot,0.25,m2,2014,passive,
plot:166:20025:14,block:166:20025,166,20025,14,plot,0.25,m2,2014,passive,
plot:166:20025:15,block:166:20025,166,20025,15,plot,0.25,m2,2014,passive,
plot:166:20025:16,block:166:20025,166,20025,16,plot,0.25,m2,2014,passive,
plot:166:20025:17,block:166:20025,166,20025,17,plot,0.25,m2,2014,passive,
plot:166:20025:18,block:166:20025,166,20025,18,plot,0.25,m2,2014,passive,
plot:166:20025:19,block:166:20025,166,20025,19,plot,0.25,m2,2014,passive,
plot:166:20025:2,block:166:20025,166,20025,2,plot,0.25,m2,2014,passive,
plot:166:20025:20,block:166:20025,166,20025,20,plot,0.25,m2,2014,passive,
plot:166:20025:21,block:166:20025,166,20025,21,plot,0.25,m2,2014,passive,
plot:166:20025:22,block:166:20025,166,20025,22,plot,0.25,m2,2014,passive,
plot:166:20025:23,block:166:20025,166,20025,23,plot,0.25,m2,2014,passive,
plot:166:20025:24,block:166:20025,166,20025,24,plot,0.25,m2,2014,passive,
plot:166:20025:25,block:166:20025,166,20025,25,plot,0.25,m2,2014,passive,
plot:166:20025:26,block:166:20025,166,20025,26,plot,0.25,m2,2014,passive,
plot:166:20025:27,block:166:20025,166,20025,27,plot,0.25,m2,2014,passive,
plot:166:20025:28,block:166:20025,166,20025,28,plot,0.25,m2,2014,passive,
plot:166:20025:29,block:166:20025,166,20025,29,plot,0.25,m2,2014,passive,
plot:166:20025:3,block:166:20025,166,20025,3,plot,0.25,m2,2014,passive,
plot:166:20025:30,block:166:20025,166,20025,30,plot,0.25,m2,2014,passive,
plot:166:20025:31,block:166:20025,166,20025,31,plot,0.25,m2,2014,passive,
plot:166:20025:32,block:166:20025,166,20025,32,plot,0.25,m2,2014,passive,
plot:166:20025:33,block:166:20025,166,20025,33,plot,0.25,m2,2014,passive,
plot:166:20025:34,block:166:20025,166,20025,34,plot,0.25,m2,2014,passive,
plot:166:20025:35,block:166:20025,166,20025,35,plot,0.25,m2,2014,passive,
plot:166:20025:36,block:166:20025,166,20025,36,plot,0.25,m2,2014,passive,
plot:166:20025:37,block:166:20025,166,20025,37,plot,0.25,m2,2014,passive,
plot:166:20025:38,block:166:20025,166,20025,38,plot,0.25,m2,2014,passive,
plot:166:20025:39,block:166:20025,166,20025,39,plot,0.25,m2,2014,passive,
plot:166:20025:4,block:166:20025,166,20025,4,plot,0.25,m2,2014,passive,
plot:166:20025:40,block:166:20025,166,20025,40,plot,0.25,m2,2014,passive,
plot:166:20025:41,block:166:20025,166,20025,41,plot,0.25,m2,2014,passive,
plot:166:20025:42,block:166:20025,166,20025,42,plot,0.25,m2,2014,passive,
plot:166:20025:43,block:166:20025,166,20025,43,plot,0.25,m2,2014,passive,
plot:166:20025:44,block:166:20025,166,20025,44,plot,0.25,m2,2014,passive,
plot:166:20025:45,block:166:20025,166,20025,45,plot,0.25,m2,2014,passive,
plot:166:20025:46,block:166:20025,166,20025,46,plot,0.25,m2,2014,passive,
plot:166:20025:47,block:166:20025,166,20025,47,plot,0.25,m2,2014,passive,
plot:166:20025:48,block:166:20025,166,20025,48,plot,0.25,m2,2014,passive,
plot:166:20025:49,block:166:20025,166,20025,49,plot,0.25,m2,2014,passive,
plot:166:20025:5,block:166:20025,166,20025,5,plot,0.25,m2,2014,passive,
plot:166:20025:50,block:166:20025,166,20025,50,plot,0.25,m2,2014,passive,
plot:166:20025:51,block:166:20025,166,20025,51,plot,0.25,m2,2014,passive,
plot:166:20025:52,block:166:20025,166,20025,52,plot,0.25,m2,2014,passive,
plot:166:20025:53,block:166:20025,166,20025,53,plot,0.25,m2,2014,passive,
plot:166:20025:54,block:166:20025,166,20025,54,plot,0.25,m2,2014,passive,
plot:166:20025:55,block:166:20025,166,20025,55,plot,0.25,m2,2014,passive,
plot:166:20025:56,block:166:20025,166,20025,56,plot,0.25,m2,2014,passive,
plot:166:20025:57,block:166:20025,166,20025,57,plot,0.25,m2,2014,passive,
plot:166:20025:58,block:166:20025,166,20025,58,plot,0.25,m2,2014,passive,
plot:166:20025:59,block:166:20025,166,20025,59,plot,0.25,m2,2014,passive,
plot:166:20025:6,block:166:20025,166,20025,6,plot,0.25,m2,2014,passive,
plot:166:20025:60,block:166:20025,166,20025,60,plot,0.25,m2,2014,passive,
plot:166:20025:61,block:166:20025,166,20025,61,plot,0.25,m2,2014,passive,
plot:166:20025:62,block:166:20025,166,20025,62,plot,0.25,m2,2014,passive,
plot:166:20025:63,block:166:20025,166,20025,63,plot,0.25,m2,2014,passive,
plot:166:20025:64,block:166:20025,166,20025,64,plot,0.25,m2,2014,passive,
plot:166:20025:65,block:166:20025,166,20025,65,plot,0.25,m2,2014,passive,
plot:166:20025:66,block:166:20025,166,20025,66,plot,0.25,m2,2014,passive,
plot:166:20025:67,block:166:20025,166,20025,67,plot,0.25,m2,2014,passive,
plot:166:20025:68,block:166:20025,166,20025,68,plot,0.25,m2,2014,passive,
plot:166:20025:69,block:166:20025,166,20025,69,plot,0.25,m2,2014,passive,
plot:166:20025:7,block:166:20025,166,20025,7,plot,0.25,m2,2014,passive,
plot:166:20025:70,block:166:20025,166,20025,70,plot,0.25,m2,2014,passive,
plot:166:20025:71,block:166:20025,166,20025,71,plot,0.25,m2,2014,passive,
plot:166:20025:72,block:166:20025,166,20025,72,plot,0.25,m2,2014,passive,
plot:166:20025:73,block:166:20025,166,20025,73,plot,0.25,m2,2014,passive,
plot:166:20025:74,block:166:20025,166,20025,74,plot,0.25,m2,2014,passive,
plot:166:20025:75,block:166:20025,166,20025,75,plot,0.25,m2,2014,passive,
plot:166:20025:76,block:166:20025,166,20025,76,plot,0.25,m2,2014,passive,
plot:166:20025:77,block:166:20025,166,20025,77,plot,0.25,m2,2014,passive,
plot:166:20025:78,block:166:20025,166,20025,78,plot,0.25,m2,2014,passive,
plot:166:20025:79,block:166:20025,166,20025,79,plot,0.25,m2,2014,passive,
plot:166:20025:8,block:166:20025,166,20025,8,plot,0.25,m2,2014,passive,
plot:166:20025:80,block:166:20025,166,20025,80,plot,0.25,m2,2014,passive,
plot:166:20025:81,block:166:20025,166,20025,81,plot,0.25,m2,2014,passive,
plot:166:20025:82,block:166:20025,166,20025,82,plot,0.25,m2,2014,passive,
plot:166:20025:83,block:166:20025,166,20025,83,plot,0.25,m2,2014,passive,
plot:166:20025:84,block:166:20025,166,20025,84,plot,0.25,m2,2014,passive,
plot:166:20025:85,block:166:20025,166,20025,85,plot,0.25,m2,2014,passive,
plot:166:20025:86,block:166:20025,166,20025,86,plot,0.25,m2,2014,passive,
plot:166:20025:87,block:166:20025,166,20025,87,plot,0.25,m2,2014,passive,
plot:166:20025:88,block:166:20025,166,20025,88,plot,0.25,m2,2014,passive,
plot:166:20025:89,block:166:20025,166,20025,89,plot,0.25,m2,2014,passive,
plot:166:20025:9,block:166:20025,166,20025,9,plot,0.25,m2,2014,passive,
plot:166:20025:90,block:166:20025,166,20025,90,plot,0.25,m2,2014,passive,
plot:166:20025:91,block:166:20025,166,20025,91,plot,0.25,m2,2014,passive,
plot:166:20025:92,block:166:20025,166,20025,92,plot,0.25,m2,2014,passive,
plot:166:20025:93,block:166:20025,166,20025,93,plot,0.25,m2,2014,passive,
plot:166:20025:94,block:166:20025,166,20025,94,plot,0.25,m2,2014,passive,
plot:166:20025:95,block:166:20025,166,20025,95,plot,0.25,m2,2014,passive,
plot:166:20025:96,block:166:20025,166,20025,96,plot,0.25,m2,2014,passive,
plot:166:20025:97,block:166:20025,166,20025,97,plot,0.25,m2,2014,passive,
plot:166:20025:98,block:166:20025,166,20025,98,plot,0.25,m2,2014,passive,
plot:166:20025:99,block:166:20025,166,20025,99,plot,0.25,m2,2014,passive,
block:166:20050,,166,20050,,block,,m2,2014,passive,
plot:166:20050:1,block:166:20050,166,20050,1,plot,0.25,m2,2014,passive,
plot:166:20050:10,block:166:20050,166,20050,10,plot,0.25,m2,2014,passive,
plot:166:20050:11,block:166:20050,166,20050,11,plot,0.25,m2,2014,passive,
plot:166:20050:12,block:166:20050,166,20050,12,plot,0.25,m2,2014,passive,
plot:166:20050:13,block:166:20050,166,20050,13,plot,0.25,m2,2014,passive,
plot:166:20050:14,block:166:20050,166,20050,14,plot,0.25,m2,2014,passive,
plot:166:20050:15,block:166:20050,166,20050,15,plot,0.25,m2,2014,passive,
plot:166:20050:16,block:166:20050,166,20050,16,plot,0.25,m2,2014,passive,
plot:166:20050:17,block:166:20050,166,20050,17,plot,0.25,m2,2014,passive,
plot:166:20050:18,block:166:20050,166,20050,18,plot,0.25,m2,2014,passive,
plot:166:20050:19,block:166:20050,166,20050,19,plot,0.25,m2,2014,passive,
plot:166:20050:2,block:166:20050,166,20050,2,plot,0.25,m2,2014,passive,
plot:166:20050:20,block:166:20050,166,20050,20,plot,0.25,m2,2014,passive,
plot:166:20050:21,block:166:20050,166,20050,21,plot,0.25,m2,2014,passive,
plot:166:20050:22,block:166:20050,166,20050,22,plot,0.25,m2,2014,passive,
plot:166:20050:23,block:166:20050,166,20050,23,plot,0.25,m2,2014,passive,
plot:166:20050:24,block:166:20050,166,20050,24,plot,0.25,m2,2014,passive,
plot:166:20050:25,block:166:20050,166,20050,25,plot,0.25,m2,2014,passive,
plot:166:20050:26,block:166:20050,166,20050,26,plot,0.25,m2,2014,passive,
plot:166:20050:27,block:166:20050,166,20050,27,plot,0.25,m2,2014,passive,
plot:166:20050:28,block:166:20050,166,20050,28,plot,0.25,m2,2014,passive,
plot:166:20050:29,block:166:20050,166,20050,29,plot,0.25,m2,2014,passive,
plot:166:20050:3,block:166:20050,166,20050,3,plot,0.25,m2,2014,passive,
plot:166:20050:30,block:166:20050,166,20050,30,plot,0.25,m2,2014,passive,
plot:166:20050:31,block:166:20050,166,20050,31,plot,0.25,m2,2014,passive,
plot:166:20050:32,block:166:20050,166,20050,32,plot,0.25,m2,2014,passive,
plot:166:20050:33,block:166:20050,166,20050,33,plot,0.25,m2,2014,passive,
plot:166:20050:34,block:166:20050,166,20050,34,plot,0.25,m2,2014,passive,
plot:166:20050:35,block:166:20050,166,20050,35,plot,0.25,m2,2014,passive,
plot:166:20050:36,block:166:20050,166,20050,36,plot,0.25,m2,2014,passive,
plot:166:20050:37,block:166:20050,166,20050,37,plot,0.25,m2,2014,passive,
plot:166:20050:38,block:166:20050,166,20050,38,plot,0.25,m2,2014,passive,
plot:166:20050:39,block:166:20050,166,20050,39,plot,0.25,m2,2014,passive,
plot:166:20050:4,block:166:20050,166,20050,4,plot,0.25,m2,2014,passive,
plot:166:20050:40,block:166:20050,166,20050,40,plot,0.25,m2,2014,passive,
plot:166:20050:41,block:166:20050,166,20050,41,plot,0.25,m2,2014,passive,
plot:166:20050:42,block:166:20050,166,20050,42,plot,0.25,m2,2014,passive,
plot:166:20050:43,block:166:20050,166,20050,43,plot,0.25,m2,2014,passive,
plot:166:20050:44,block:166:20050,166,20050,44,plot,0.25,m2,2014,passive,
plot:166:20050:45,block:166:20050,166,20050,45,plot,0.25,m2,2014,passive,
plot:166:20050:46,block:166:20050,166,20050,46,plot,0.25,m2,2014,passive,
plot:166:20050:47,block:166:20050,166,20050,47,plot,0.25,m2,2014,passive,
plot:166:20050:48,block:166:20050,166,20050,48,plot,0.25,m2,2014,passive,
plot:166:20050:49,block:166:20050,166,20050,49,plot,0.25,m2,2014,passive,
plot:166:20050:5,block:166:20050,166,20050,5,plot,0.25,m2,2014,passive,
plot:166:20050:50,block:166:20050,166,20050,50,plot,0.25,m2,2014,passive,
plot:166:20050:51,block:166:20050,166,20050,51,plot,0.25,m2,2014,passive,
plot:166:20050:52,block:166:20050,166,20050,52,plot,0.25,m2,2014,passive,
plot:166:20050:53,block:166:20050,166,20050,53,plot,0.25,m2,2014,passive,
plot:166:20050:54,block:166:20050,166,20050,54,plot,0.25,m2,2014,passive,
plot:166:20050:55,block:166:20050,166,20050,55,plot,0.25,m2,2014,passive,
plot:166:20050:56,block:166:20050,166,20050,56,plot,0.25,m2,2014,passive,
plot:166:20050:57,block:166:20050,166,20050,57,plot,0.25,m2,2014,passive,
plot:166:20050:58,block:166:20050,166,20050,58,plot,0.25,m2,2014,passive,
plot:166:20050:59,block:166:20050,166,20050,59,plot,0.25,m2,2014,passive,
plot:166:20050:6,block:166:20050,166,20050,6,plot,0.25,m2,2014,passive,
plot:166:20050:60,block:166:20050,166,20050,60,plot,0.25,m2,2014,passive,
plot:166:20050:7,block:166:20050,166,20050,7,plot,0.25,m2,2014,passive,
plot:166:20050:8,block:166:20050,166,20050,8,plot,0.25,m2,2014,passive,
plot:166:20050:9,block:166:20050,166,20050,9,plot,0.25,m2,2014,passive,
block:166:301,,166,301,,block,,m2,2014,seeding,
plot:166:301:23,block:166:301,166,301,23,plot,0.125,m2,2014,seeding,
plot:166:301:43,block:166:301,166,301,43,plot,0.125,m2,2014,seeding,
block:166:302,,166,302,,block,,m2,2014,seeding,
plot:166:302:122,block:166:302,166,302,122,plot,0.125,m2,2014,seeding,
plot:166:302:142,block:166:302,166,302,142,plot,0.125,m2,2014,seeding,
block:166:303,,166,303,,block,,m2,2014,seeding,
plot:166:303:122,block:166:303,166,303,122,plot,0.125,m2,2014,seeding,
plot:166:303:142,block:166:303,166,303,142,plot,0.125,m2,2014,seeding,
block:166:304,,166,304,,block,,m2,2014,seeding,
plot:166:304:23,block:166:304,166,304,23,plot,0.125,m2,2014,seeding,
plot:166:304:43,block:166:304,166,304,43,plot,0.125,m2,2014,seeding,
block:166:305,,166,305,,block,,m2,2014,seeding,
plot:166:305:121,block:166:305,166,305,121,plot,0.125,m2,2014,seeding,
plot:166:305:141,block:166:305,166,305,141,plot,0.125,m2,2014,seeding,
block:166:306,,166,306,,block,,m2,2014,seeding,
plot:166:306:23,block:166:306,166,306,23,plot,0.125,m2,2014,seeding,
plot:166:306:43,block:166:306,166,306,43,plot,0.125,m2,2014,seeding,
block:166:307,,166,307,,block,,m2,2014,seeding,
plot:166:307:22,block:166:307,166,307,22,plot,0.125,m2,2014,seeding,
plot:166:307:42,block:166:307,166,307,42,plot,0.125,m2,2014,seeding,
block:166:308,,166,308,,block,,m2,2014,seeding,
plot:166:308:121,block:166:308,166,308,121,plot,0.125,m2,2014,seeding,
plot:166:308:141,block:166:308,166,308,141,plot,0.125,m2,2014,seeding,
block:166:309,,166,309,,block,,m2,2014,seeding,
plot:166:309:21,block:166:309,166,309,21,plot,0.125,m2,2014,seeding,
plot:166:309:41,block:166:309,166,309,41,plot,0.125,m2,2014,seeding,
block:166:310,,166,310,,block,,m2,2014,seeding,
plot:166:310:23,block:166:310,166,310,23,plot,0.125,m2,2014,seeding,
plot:166:310:43,block:166:310,166,310,43,plot,0.125,m2,2014,seeding,
block:166:311,,166,311,,block,,m2,2014,seeding,
plot:166:311:22,block:166:311,166,311,22,plot,0.125,m2,2014,seeding,
plot:166:311:42,block:166:311,166,311,42,plot,0.125,m2,2014,seeding,
block:166:312,,166,312,,block,,m2,2014,seeding,
plot:166:312:22,block:166:312,166,312,22,plot,0.125,m2,2014,seeding,
plot:166:312:42,block:166:312,166,312,42,plot,0.125,m2,2014,seeding,
block:166:313,,166,313,,block,,m2,2014,seeding,
plot:166:313:23,block:166:313,166,313,23,plot,0.125,m2,2014,seeding,
plot:166:313:43,block:166:313,166,313,43,plot,0.125,m2,2014,seeding,
block:166:314,,166,314,,block,,m2,2014,seeding,
plot:166:314:121,block:166:314,166,314,121,plot,0.125,m2,2014,seeding,
plot:166:314:141,block:166:314,166,314,141,plot,0.125,m2,2014,seeding,
block:166:315,,166,315,,block,,m2,2014,seeding,
plot:166:315:23,block:166:315,166,315,23,plot,0.125,m2,2014,seeding,
plot:166:315:43,block:166:315,166,315,43,plot,0.125,m2,2014,seeding,
block:166:316,,166,316,,block,,m2,2014,seeding,
plot:166:316:22,block:166:316,166,316,22,plot,0.125,m2,2014,seeding,
plot:166:316:42,block:166:316,166,316,42,plot,0.125,m2,2014,seeding,
block:166:317,,166,317,,block,,m2,2014,seeding,
plot:166:317:121,block:166:317,166,317,121,plot,0.125,m2,2014,seeding,
plot:166:317:141,block:166:317,166,317,141,plot,0.125,m2,2014,seeding,
block:166:318,,166,318,,block,,m2,2014,seeding,
plot:166:318:21,block:166:318,166,318,21,plot,0.125,m2,2014,seeding,
plot:166:318:41,block:166:318,166,318,41,plot,0.125,m2,2014,seeding,
block:166:401,,166,401,,block,,m2,2014,seeding,
plot:166:401:123,block:166:401,166,401,123,plot,0.125,m2,2014,seeding,
plot:166:401:143,block:166:401,166,401,143,plot,0.125,m2,2014,seeding,
block:166:402,,166,402,,block,,m2,2014,seeding,
plot:166:402:22,block:166:402,166,402,22,plot,0.125,m2,2014,seeding,
plot:166:402:42,block:166:402,166,402,42,plot,0.125,m2,2014,seeding,
block:166:403,,166,403,,block,,m2,2014,seeding,
plot:166:403:122,block:166:403,166,403,122,plot,0.125,m2,2014,seeding,
plot:166:403:142,block:166:403,166,403,142,plot,0.125,m2,2014,seeding,
block:166:404,,166,404,,block,,m2,2014,seeding,
plot:166:404:23,block:166:404,166,404,23,plot,0.125,m2,2014,seeding,
plot:166:404:43,block:166:404,166,404,43,plot,0.125,m2,2014,seeding,
block:166:405,,166,405,,block,,m2,2014,seeding,
plot:166:405:21,block:166:405,166,405,21,plot,0.125,m2,2014,seeding,
plot:166:405:41,block:166:405,166,405,41,plot,0.125,m2,2014,seeding,
block:166:406,,166,406,,block,,m2,2014,seeding,
plot:166:406:123,block:166:406,166,406,123,plot,0.125,m2,2014,seeding,
plot:166:406:143,block:166:406,166,406,143,plot,0.125,m2,2014,seeding,
block:166:407,,166,407,,block,,m2,2014,seeding,
plot:166:407:22,block:166:407,166,407,22,plot,0.125,m2,2014,seeding,
plot:166:407:42,block:166:407,166,407,42,plot,0.125,m2,2014,seeding,
block:166:408,,166,408,,block,,m2,2014,seeding,
plot:166:408:21,block:166:408,166,408,21,plot,0.125,m2,2014,seeding,
plot:166:408:41,block:166:408,166,408,41,plot,0.125,m2,2014,seeding,
block:166:409,,166,409,,block,,m2,2014,seeding,
plot:166:409:21,block:166:409,166,409,21,plot,0.125,m2,2014,seeding,
plot:166:409:41,block:166:409,166,409,41,plot,0.125,m2,2014,seeding,
block:166:410,,166,410,,block,,m2,2014,seeding,
plot:166:410:23,block:166:410,166,410,23,plot,0.125,m2,2014,seeding,
plot:166:410:43,block:166:410,166,410,43,plot,0.125,m2,2014,seeding,
block:166:411,,166,411,,block,,m2,2014,seeding,
plot:166:411:122,block:166:411,166,411,122,plot,0.125,m2,2014,seeding,
plot:166:411:142,block:166:411,166,411,142,plot,0.125,m2,2014,seeding,
block:166:412,,166,412,,block,,m2,2014,seeding,
plot:166:412:122,block:166:412,166,412,122,plot,0.125,m2,2014,seeding,
plot:166:412:142,block:166:412,166,412,142,plot,0.125,m2,2014,seeding,
block:166:413,,166,413,,block,,m2,2014,seeding,
plot:166:413:23,block:166:413,166,413,23,plot,0.125,m2,2014,seeding,
plot:166:413:43,block:166:413,166,413,43,plot,0.125,m2,2014,seeding,
block:166:414,,166,414,,block,,m2,2014,seeding,
plot:166:414:121,block:166:414,166,414,121,plot,0.125,m2,2014,seeding,
plot:166:414:141,block:166:414,166,414,141,plot,0.125,m2,2014,seeding,
block:166:415,,166,415,,block,,m2,2014,seeding,
plot:166:415:123,block:166:415,166,415,123,plot,0.125,m2,2014,seeding,
plot:166:415:143,block:166:415,166,415,143,plot,0.125,m2,2014,seeding,
block:166:416,,166,416,,block,,m2,2014,seeding,
plot:166:416:122,block:166:416,166,416,122,plot,0.125,m2,2014,seeding,
plot:166:416:142,block:166:416,166,416,142,plot,0.125,m2,2014,seeding,
block:166:417,,166,417,,block,,m2,2014,seeding,
plot:166:417:121,block:166:417,166,417,121,plot,0.125,m2,2014,seeding,
plot:166:417:141,block:166:417,166,417,141,plot,0.125,m2,2014,seeding,
block:166:418,,166,418,,block,,m2,2014,seeding,
plot:166:418:121,block:166:418,166,418,121,plot,0.125,m2,2014,seeding,
plot:166:418:141,block:166:418,166,418,141,plot,0.125,m2,2014,seeding,
block:166:701,,166,701,,block,,m2,2014,seeding,
plot:166:701:123,block:166:701,166,701,123,plot,0.125,m2,2014,seeding,
plot:166:701:143,block:166:701,166,701,143,plot,0.125,m2,2014,seeding,
block:166:702,,166,702,,block,,m2,2014,seeding,
plot:166:702:22,block:166:702,166,702,22,plot,0.125,m2,2014,seeding,
plot:166:702:42,block:166:702,166,702,42,plot,0.125,m2,2014,seeding,
block:166:703,,166,703,,block,,m2,2014,seeding,
plot:166:703:22,block:166:703,166,703,22,plot,0.125,m2,2014,seeding,
plot:166:703:42,block:166:703,166,703,42,plot,0.125,m2,2014,seeding,
block:166:704,,166,704,,block,,m2,2014,seeding,
plot:166:704:123,block:166:704,166,704,123,plot,0.125,m2,2014,seeding,
plot:166:704:143,block:166:704,166,704,143,plot,0.125,m2,2014,seeding,
block:166:705,,166,705,,block,,m2,2014,seeding,
plot:166:705:21,block:166:705,166,705,21,plot,0.125,m2,2014,seeding,
plot:166:705:41,block:166:705,166,705,41,plot,0.125,m2,2014,seeding,
block:166:706,,166,706,,block,,m2,2014,seeding,
plot:166:706:123,block:166:706,166,706,123,plot,0.125,m2,2014,seeding,
plot:166:706:143,block:166:706,166,706,143,plot,0.125,m2,2014,seeding,
block:166:707,,166,707,,block,,m2,2014,seeding,
plot:166:707:122,block:166:707,166,707,122,plot,0.125,m2,2014,seeding,
plot:166:707:142,block:166:707,166,707,142,plot,0.125,m2,2014,seeding,
block:166:708,,166,708,,block,,m2,2014,seeding,
plot:166:708:21,block:166:708,166,708,21,plot,0.125,m2,2014,seeding,
